"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",-3.6496333533437,0.728066851234149,-0.0256560184126478,-0.133161347377355,0.451359233102806,1.12217176985808,2.46983348733575,0.848556213339326
"2",-4.22147065774059,0.671731235879933,0.0814068092264635,-0.0535453127310521,0.380038155918392,0.577713054218416,1.73025743299123,1.35394272135638
"3",-5.26846683686592,1.0564909974549,0.810571762115182,0.0458874305214143,0.313910739805743,1.63967682413671,2.13574321969599,0.724076584621949
"4",-4.70489403626412,0.28459014260631,0.853169447191958,-0.076680511214739,0.846419039115171,1.00250864491135,1.99897983018112,1.8135645414311
"5",-4.23797346950274,0.498650049759008,0.67029752263607,-0.0040321597005178,0.945627914481899,1.112797540907,1.82932143434506,0.821185735531461
"6",-4.64568789783491,0.574663545139145,0.503893994494635,-0.039802946320015,0.153693745896494,1.5766262030038,2.1269302760037,1.36051652777557
"7",-4.21073633004548,0.0756397142586851,1.12658044113599,0.145778893116581,1.06104083319156,1.48307334146987,1.49377418458633,1.51068255523358
"8",-4.7083612175623,0.574399612357669,-0.255602246551211,0.181589987160814,0.0275344094690368,1.19925016752043,2.09624779833416,0.561074619662342
"9",-4.55608096215238,0.219804093492014,0.667486397053908,-0.00685549179993532,1.16647628278706,0.784271768902743,3.05110332805185,0.888044622215024
"10",-4.4229826357947,0.413612526333176,0.690596370338535,0.0324878562728573,0.494724510610411,1.23321069200712,2.1947562776536,1.13912094033976
"11",-4.54398359668607,-0.043860420962904,0.0706139271106144,0.299592106274834,0.599755283986805,1.43789751313094,2.42928294619449,1.29047643639827
"12",-4.5193983844072,0.051742582371865,0.612455894032626,0.0719306567631018,0.32040603096952,0.58205329295359,2.60383108281792,0.355301932907169
"13",-4.21996785887112,0.114853280142442,1.14130500766676,0.239231147063041,0.743017991018286,1.1593283992751,2.19155617364319,0.997410654371934
"14",-3.62052100181127,0.200264483371478,0.389237325452439,0.166330576769796,1.14231990414243,1.61694979781687,1.83869280211902,0.561536705292937
"15",-4.01421909571836,0.193774548336757,0.356848826882099,-0.0581908470030846,1.06909175694251,2.01293164102728,2.41197495528006,0.0975960248196891
"16",-5.0412094351508,0.708734779400316,0.112173358232334,0.156098167151171,-0.337397157779884,1.55637298093843,1.87134196696221,1.35161167545653
"17",-4.48465211826469,-0.0961764158763301,0.0754086434684756,0.32645445258624,0.653431195333591,1.36607358349328,1.79736523839235,0.341812034846027
"18",-4.2826828806098,0.855762997745439,0.680796452464993,0.121064778746988,0.36970384873318,0.374108555418125,1.94559166977902,1.66207524221388
"19",-4.29085416607037,0.328860566635505,0.302344148771321,0.232831495874939,0.497784332507386,1.56640650841659,1.45031515593934,0.9418565961351
"20",-4.4855604793396,0.52379722704635,1.10615089152364,0.171392998613216,0.33635475330565,1.26460713211219,1.57826864938452,0.675956822631332
"21",-4.20045873667894,-0.24354928411077,1.2469595457941,0.147808246028807,0.493034447091108,1.2410501840407,2.19840944564147,1.51478067618555
"22",-4.40476581334038,1.21178285881008,0.834466214980724,-0.0722003766181926,0.387852472061293,2.31783042873446,1.61510176387264,0.672212102336335
"23",-4.38015570237679,-0.191047182124973,0.550735618217444,0.216649419839205,0.64007158816728,1.01046562543975,1.81228355809258,0.32510772055189
"24",-4.50337679677076,1.1299360894517,-0.0790214085142604,0.133683581320248,0.152646112186993,1.33088331148156,1.22355370055044,0.381103656522303
"25",-4.66831477321068,0.0525470791936385,0.751592331222338,0.24204723713463,0.0819245865684015,2.07136852102542,2.30777100815221,1.01680691268581
"26",-4.50192835796256,1.26385353536403,0.591399779041549,0.364794449966081,0.104788679974107,1.53132027865746,2.22235968700004,1.26998732773754
"27",-4.25577566366493,0.342079518990734,0.256222655098376,0.316589571960888,-0.01050610201089,0.429350436112144,1.81781976780824,1.43290668315696
"28",-3.9276171417257,0.374574958746494,0.801495303142219,0.122494686961572,0.585488322841553,1.47298767092328,1.99308028746423,0.671457525675395
"29",-3.88537103092422,0.111250198021968,0.114282264109978,0.0315129070937961,0.167684855873978,1.53674346890702,1.95617830034438,0.284858910480451
"30",-3.62893502224465,0.0166525141170281,0.248807076618749,0.0603820494619276,0.616991677666621,2.30288979034418,1.92512776809799,1.51051040160742
"31",-3.80058710532729,0.715170062138467,-0.210747688829617,0.0136157059963348,0.580787066552489,1.87261414221569,1.96677195289967,1.36749670780825
"32",-4.71718298806087,0.839794742009723,0.688233337269976,-0.307981982173656,0.842744364085395,1.64105590283053,2.14082050503487,0.735857244612145
"33",-3.99649021030305,-0.328870151212764,0.907789980213163,0.184511779254223,0.612116149162178,1.52095817628641,0.732069216449193,0.838432435270821
"34",-3.77622327299646,0.995109767858124,0.0886857507122779,0.0131579128833645,0.08892515281383,0.734992432095771,2.01859256241793,0.168422108410081
"35",-3.6937579650161,-0.451219848046873,0.618543317414086,0.0995212910815609,0.246933811806753,1.29785287999007,2.08141374966765,1.40151883625758
